Sex,Year,Sport,Event,Medal,Region
M,1992,Aquatics,"Canoeing Men's Kayak Singles, Slalom",Silver,France
F,1992,Aquatics,"Canoeing Women's Kayak Doubles, 500 metres",Gold,Germany
F,1992,Aquatics,"Canoeing Women's Kayak Fours, 500 metres",Silver,Germany
F,1992,Aquatics,"Canoeing Women's Kayak Singles, 500 metres",Gold,Germany
F,1992,Aquatics,"Canoeing Women's Kayak Singles, Slalom",Bronze,USA
F,1992,Aquatics,"Canoeing Women's Kayak Singles, Slalom",Gold,Germany
M,1992,Aquatics,Diving Men's Platform,Bronze,China
M,1992,Aquatics,Diving Men's Platform,Gold,China
M,1992,Aquatics,Diving Men's Platform,Silver,USA
M,1992,Aquatics,Diving Men's Springboard,Bronze,Russia
M,1992,Aquatics,Diving Men's Springboard,Gold,USA
M,1992,Aquatics,Diving Men's Springboard,Silver,China
F,1992,Aquatics,Diving Women's Platform,Bronze,USA
F,1992,Aquatics,Diving Women's Platform,Gold,China
F,1992,Aquatics,Diving Women's Platform,Silver,Russia
F,1992,Aquatics,Diving Women's Springboard,Bronze,Germany
F,1992,Aquatics,Diving Women's Springboard,Gold,China
F,1992,Aquatics,Diving Women's Springboard,Silver,Russia
M,1992,Aquatics,Rowing Men's Coxed Eights,Bronze,Germany
M,1992,Aquatics,Rowing Men's Coxed Fours,Silver,Germany
M,1992,Aquatics,Rowing Men's Coxed Pairs,Gold,UK
M,1992,Aquatics,Rowing Men's Coxless Fours,Silver,USA
M,1992,Aquatics,Rowing Men's Coxless Pairs,Gold,UK
M,1992,Aquatics,Rowing Men's Coxless Pairs,Silver,Germany
M,1992,Aquatics,Rowing Men's Quadruple Sculls,Gold,Germany
M,1992,Aquatics,Rowing Men's Single Sculls,Gold,Germany
F,1992,Aquatics,Rowing Women's Coxed Eights,Bronze,Germany
F,1992,Aquatics,Rowing Women's Coxless Fours,Bronze,Germany
F,1992,Aquatics,Rowing Women's Coxless Fours,Silver,USA
F,1992,Aquatics,Rowing Women's Coxless Pairs,Bronze,USA
F,1992,Aquatics,Rowing Women's Coxless Pairs,Silver,Germany
F,1992,Aquatics,Rowing Women's Double Sculls,Bronze,China
F,1992,Aquatics,Rowing Women's Double Sculls,Gold,Germany
F,1992,Aquatics,Rowing Women's Quadruple Sculls,Bronze,Russia
F,1992,Aquatics,Rowing Women's Quadruple Sculls,Gold,Germany
M,1992,Aquatics,Sailing Men's One Person Dinghy,Silver,USA
M,1992,Aquatics,Sailing Men's Two Person Dinghy,Silver,USA
M,1992,Aquatics,Sailing Men's Windsurfer,Gold,France
M,1992,Aquatics,Sailing Men's Windsurfer,Silver,USA
M,1992,Aquatics,Sailing Mixed Multihull,Gold,France
M,1992,Aquatics,Sailing Mixed Multihull,Silver,USA
M,1992,Aquatics,Sailing Mixed Three Person Keelboat,Bronze,UK
M,1992,Aquatics,Sailing Mixed Three Person Keelboat,Silver,USA
M,1992,Aquatics,Sailing Mixed Two Person Heavyweight Dinghy,Silver,USA
M,1992,Aquatics,Sailing Mixed Two Person Keelboat,Gold,USA
F,1992,Aquatics,Sailing Women's One Person Dinghy,Bronze,USA
F,1992,Aquatics,Sailing Women's Two Person Dinghy,Bronze,USA
F,1992,Aquatics,Sailing Women's Windsurfer,Silver,China
M,1992,Aquatics,"Swimming Men's 1,500 metres Freestyle",Bronze,Germany
M,1992,Aquatics,Swimming Men's 100 metres Backstroke,Bronze,USA
M,1992,Aquatics,Swimming Men's 100 metres Backstroke,Silver,USA
M,1992,Aquatics,Swimming Men's 100 metres Breaststroke,Gold,USA
M,1992,Aquatics,Swimming Men's 100 metres Butterfly,Gold,USA
M,1992,Aquatics,Swimming Men's 100 metres Freestyle,Bronze,France
M,1992,Aquatics,Swimming Men's 100 metres Freestyle,Gold,Russia
M,1992,Aquatics,Swimming Men's 200 metres Backstroke,Silver,Russia
M,1992,Aquatics,Swimming Men's 200 metres Breaststroke,Bronze,UK
M,1992,Aquatics,Swimming Men's 200 metres Breaststroke,Gold,USA
M,1992,Aquatics,Swimming Men's 200 metres Butterfly,Bronze,France
M,1992,Aquatics,Swimming Men's 200 metres Butterfly,Gold,USA
M,1992,Aquatics,Swimming Men's 200 metres Freestyle,Gold,Russia
M,1992,Aquatics,Swimming Men's 200 metres Individual Medley,Silver,USA
M,1992,Aquatics,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Germany
M,1992,Aquatics,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,USA
M,1992,Aquatics,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,Russia
M,1992,Aquatics,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA
M,1992,Aquatics,Swimming Men's 4 x 100 metres Medley Relay,Silver,Russia
M,1992,Aquatics,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,USA
M,1992,Aquatics,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,Russia
M,1992,Aquatics,Swimming Men's 400 metres Freestyle,Gold,Russia
M,1992,Aquatics,Swimming Men's 400 metres Individual Medley,Silver,USA
M,1992,Aquatics,Swimming Men's 50 metres Freestyle,Bronze,USA
M,1992,Aquatics,Swimming Men's 50 metres Freestyle,Gold,Russia
M,1992,Aquatics,Swimming Men's 50 metres Freestyle,Silver,USA
F,1992,Aquatics,Swimming Women's 100 metres Backstroke,Bronze,USA
F,1992,Aquatics,Swimming Women's 100 metres Breaststroke,Gold,Russia
F,1992,Aquatics,Swimming Women's 100 metres Breaststroke,Silver,USA
F,1992,Aquatics,Swimming Women's 100 metres Butterfly,Bronze,France
F,1992,Aquatics,Swimming Women's 100 metres Butterfly,Gold,China
F,1992,Aquatics,Swimming Women's 100 metres Butterfly,Silver,USA
F,1992,Aquatics,Swimming Women's 100 metres Freestyle,Bronze,Germany
F,1992,Aquatics,Swimming Women's 100 metres Freestyle,Gold,China
F,1992,Aquatics,Swimming Women's 100 metres Freestyle,Silver,USA
F,1992,Aquatics,Swimming Women's 200 metres Backstroke,Silver,Germany
F,1992,Aquatics,Swimming Women's 200 metres Breaststroke,Bronze,USA
F,1992,Aquatics,Swimming Women's 200 metres Breaststroke,Silver,China
F,1992,Aquatics,Swimming Women's 200 metres Butterfly,Gold,USA
F,1992,Aquatics,Swimming Women's 200 metres Butterfly,Silver,China
F,1992,Aquatics,Swimming Women's 200 metres Freestyle,Bronze,Germany
F,1992,Aquatics,Swimming Women's 200 metres Freestyle,Gold,USA
F,1992,Aquatics,Swimming Women's 200 metres Freestyle,Silver,Germany
F,1992,Aquatics,Swimming Women's 200 metres Individual Medley,Bronze,Germany
F,1992,Aquatics,Swimming Women's 200 metres Individual Medley,Gold,China
F,1992,Aquatics,Swimming Women's 200 metres Individual Medley,Silver,USA
F,1992,Aquatics,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,Germany
F,1992,Aquatics,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,USA
F,1992,Aquatics,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,China
F,1992,Aquatics,Swimming Women's 4 x 100 metres Medley Relay,Bronze,Russia
F,1992,Aquatics,Swimming Women's 4 x 100 metres Medley Relay,Gold,USA
F,1992,Aquatics,Swimming Women's 4 x 100 metres Medley Relay,Silver,Germany
F,1992,Aquatics,Swimming Women's 400 metres Freestyle,Gold,Germany
F,1992,Aquatics,Swimming Women's 400 metres Freestyle,Silver,USA
F,1992,Aquatics,Swimming Women's 400 metres Individual Medley,Bronze,USA
F,1992,Aquatics,Swimming Women's 400 metres Individual Medley,Silver,China
F,1992,Aquatics,Swimming Women's 50 metres Freestyle,Bronze,USA
F,1992,Aquatics,Swimming Women's 50 metres Freestyle,Gold,China
F,1992,Aquatics,Swimming Women's 50 metres Freestyle,Silver,China
F,1992,Aquatics,Swimming Women's 800 metres Freestyle,Bronze,Germany
F,1992,Aquatics,Swimming Women's 800 metres Freestyle,Gold,USA
F,1992,Aquatics,Synchronized Swimming Women's Duet,Gold,USA
F,1992,Aquatics,Synchronized Swimming Women's Solo,Gold,USA
M,1992,Athletics,Athletics Men's 100 metres,Bronze,USA
M,1992,Athletics,Athletics Men's 100 metres,Gold,UK
M,1992,Athletics,Athletics Men's 110 metres Hurdles,Bronze,USA
M,1992,Athletics,Athletics Men's 110 metres Hurdles,Silver,USA
M,1992,Athletics,Athletics Men's 200 metres,Bronze,USA
M,1992,Athletics,Athletics Men's 200 metres,Gold,USA
M,1992,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,USA
M,1992,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,UK
M,1992,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,USA
M,1992,Athletics,Athletics Men's 400 metres,Gold,USA
M,1992,Athletics,Athletics Men's 400 metres,Silver,USA
M,1992,Athletics,Athletics Men's 400 metres Hurdles,Bronze,UK
M,1992,Athletics,Athletics Men's 400 metres Hurdles,Gold,USA
M,1992,Athletics,"Athletics Men's 5,000 metres",Gold,Germany
M,1992,Athletics,Athletics Men's 50 kilometres Walk,Bronze,Germany
M,1992,Athletics,Athletics Men's 50 kilometres Walk,Gold,Russia
M,1992,Athletics,Athletics Men's 800 metres,Bronze,USA
M,1992,Athletics,Athletics Men's Decathlon,Bronze,USA
M,1992,Athletics,Athletics Men's Discus Throw,Silver,Germany
M,1992,Athletics,Athletics Men's Hammer Throw,Bronze,Russia
M,1992,Athletics,Athletics Men's Hammer Throw,Gold,Russia
M,1992,Athletics,Athletics Men's Hammer Throw,Silver,Russia
M,1992,Athletics,Athletics Men's High Jump,Bronze,USA
M,1992,Athletics,Athletics Men's Javelin Throw,Bronze,UK
M,1992,Athletics,Athletics Men's Long Jump,Bronze,USA
M,1992,Athletics,Athletics Men's Long Jump,Gold,USA
M,1992,Athletics,Athletics Men's Long Jump,Silver,USA
M,1992,Athletics,Athletics Men's Marathon,Bronze,Germany
M,1992,Athletics,Athletics Men's Pole Vault,Gold,Russia
M,1992,Athletics,Athletics Men's Pole Vault,Silver,Russia
M,1992,Athletics,Athletics Men's Shot Put,Bronze,Russia
M,1992,Athletics,Athletics Men's Shot Put,Gold,USA
M,1992,Athletics,Athletics Men's Shot Put,Silver,USA
M,1992,Athletics,Athletics Men's Triple Jump,Gold,USA
M,1992,Athletics,Athletics Men's Triple Jump,Silver,USA
F,1992,Athletics,"Athletics Women's 1,500 metres",Bronze,China
F,1992,Athletics,"Athletics Women's 1,500 metres",Silver,Russia
F,1992,Athletics,Athletics Women's 10 kilometres Walk,Bronze,China
F,1992,Athletics,Athletics Women's 10 kilometres Walk,Gold,China
F,1992,Athletics,Athletics Women's 10 kilometres Walk,Silver,Russia
F,1992,Athletics,"Athletics Women's 10,000 metres",Bronze,USA
F,1992,Athletics,Athletics Women's 100 metres,Bronze,Russia
F,1992,Athletics,Athletics Women's 100 metres,Gold,USA
F,1992,Athletics,Athletics Women's 100 metres Hurdles,Silver,USA
F,1992,Athletics,Athletics Women's 200 metres,Gold,USA
F,1992,Athletics,"Athletics Women's 3,000 metres",Gold,Russia
F,1992,Athletics,"Athletics Women's 3,000 metres",Silver,Russia
F,1992,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,USA
F,1992,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,Russia
F,1992,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,UK
F,1992,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,Russia
F,1992,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,USA
F,1992,Athletics,Athletics Women's 400 metres,Gold,France
F,1992,Athletics,Athletics Women's 400 metres,Silver,Russia
F,1992,Athletics,Athletics Women's 400 metres Hurdles,Bronze,USA
F,1992,Athletics,Athletics Women's 400 metres Hurdles,Gold,UK
F,1992,Athletics,Athletics Women's 400 metres Hurdles,Silver,USA
F,1992,Athletics,Athletics Women's 800 metres,Silver,Russia
F,1992,Athletics,Athletics Women's Heptathlon,Bronze,Germany
F,1992,Athletics,Athletics Women's Heptathlon,Gold,USA
F,1992,Athletics,Athletics Women's Heptathlon,Silver,Russia
F,1992,Athletics,Athletics Women's High Jump,Gold,Germany
F,1992,Athletics,Athletics Women's Javelin Throw,Bronze,Germany
F,1992,Athletics,Athletics Women's Javelin Throw,Gold,Germany
F,1992,Athletics,Athletics Women's Javelin Throw,Silver,Russia
F,1992,Athletics,Athletics Women's Long Jump,Bronze,USA
F,1992,Athletics,Athletics Women's Long Jump,Gold,Germany
F,1992,Athletics,Athletics Women's Long Jump,Silver,Russia
F,1992,Athletics,Athletics Women's Marathon,Gold,Russia
F,1992,Athletics,Athletics Women's Shot Put,Bronze,Germany
F,1992,Athletics,Athletics Women's Shot Put,Gold,Russia
F,1992,Athletics,Athletics Women's Shot Put,Silver,China
M,1992,Ballgames,Badminton Men's Doubles,Bronze,China
F,1992,Ballgames,Badminton Women's Doubles,Bronze,China
F,1992,Ballgames,Badminton Women's Doubles,Silver,China
F,1992,Ballgames,Badminton Women's Singles,Bronze,China
M,1992,Ballgames,Basketball Men's Basketball,Gold,USA
F,1992,Ballgames,Basketball Women's Basketball,Bronze,USA
F,1992,Ballgames,Basketball Women's Basketball,Gold,Russia
F,1992,Ballgames,Basketball Women's Basketball,Silver,China
M,1992,Ballgames,Handball Men's Handball,Bronze,France
M,1992,Ballgames,Handball Men's Handball,Gold,Russia
F,1992,Ballgames,Handball Women's Handball,Bronze,Russia
M,1992,Ballgames,Hockey Men's Hockey,Gold,Germany
F,1992,Ballgames,Hockey Women's Hockey,Bronze,UK
F,1992,Ballgames,Hockey Women's Hockey,Silver,Germany
M,1992,Ballgames,Table Tennis Men's Doubles,Gold,China
M,1992,Ballgames,Table Tennis Men's Doubles,Silver,Germany
M,1992,Ballgames,Table Tennis Men's Singles,Bronze,China
M,1992,Ballgames,Table Tennis Men's Singles,Silver,France
F,1992,Ballgames,Table Tennis Women's Doubles,Gold,China
F,1992,Ballgames,Table Tennis Women's Doubles,Silver,China
F,1992,Ballgames,Table Tennis Women's Singles,Gold,China
F,1992,Ballgames,Table Tennis Women's Singles,Silver,China
M,1992,Ballgames,Tennis Men's Doubles,Gold,Germany
M,1992,Ballgames,Tennis Men's Singles,Bronze,Russia
F,1992,Ballgames,Tennis Women's Doubles,Bronze,Russia
F,1992,Ballgames,Tennis Women's Doubles,Gold,USA
F,1992,Ballgames,Tennis Women's Singles,Bronze,USA
F,1992,Ballgames,Tennis Women's Singles,Gold,USA
F,1992,Ballgames,Tennis Women's Singles,Silver,Germany
M,1992,Ballgames,Volleyball Men's Volleyball,Bronze,USA
F,1992,Ballgames,Volleyball Women's Volleyball,Bronze,USA
F,1992,Ballgames,Volleyball Women's Volleyball,Silver,Russia
M,1992,Ballgames,Water Polo Men's Water Polo,Bronze,Russia
M,1992,Combat,Boxing Men's Featherweight,Bronze,Russia
M,1992,Combat,Boxing Men's Featherweight,Gold,Germany
M,1992,Combat,Boxing Men's Flyweight,Bronze,USA
M,1992,Combat,Boxing Men's Light-Flyweight,Bronze,Germany
M,1992,Combat,Boxing Men's Light-Heavyweight,Gold,Germany
M,1992,Combat,Boxing Men's Light-Heavyweight,Silver,Russia
M,1992,Combat,Boxing Men's Light-Middleweight,Bronze,UK
M,1992,Combat,Boxing Men's Lightweight,Gold,USA
M,1992,Combat,Boxing Men's Lightweight,Silver,Germany
M,1992,Combat,Boxing Men's Middleweight,Silver,USA
M,1992,Combat,"Fencing Men's Foil, Individual",Gold,France
M,1992,Combat,"Fencing Men's Foil, Individual",Silver,Russia
M,1992,Combat,"Fencing Men's Foil, Team",Gold,Germany
M,1992,Combat,"Fencing Men's Sabre, Individual",Bronze,France
M,1992,Combat,"Fencing Men's Sabre, Team",Bronze,France
M,1992,Combat,"Fencing Men's Sabre, Team",Gold,Russia
M,1992,Combat,"Fencing Men's epee, Individual",Bronze,France
M,1992,Combat,"Fencing Men's epee, Individual",Gold,France
M,1992,Combat,"Fencing Men's epee, Individual",Silver,Russia
M,1992,Combat,"Fencing Men's epee, Team",Bronze,Russia
M,1992,Combat,"Fencing Men's epee, Team",Gold,Germany
F,1992,Combat,"Fencing Women's Foil, Individual",Bronze,Russia
F,1992,Combat,"Fencing Women's Foil, Individual",Silver,China
F,1992,Combat,"Fencing Women's Foil, Team",Silver,Germany
M,1992,Combat,Judo Men's Extra-Lightweight,Bronze,Germany
M,1992,Combat,Judo Men's Extra-Lightweight,Gold,Russia
M,1992,Combat,Judo Men's Half-Heavyweight,Bronze,Russia
M,1992,Combat,Judo Men's Half-Heavyweight,Silver,UK
M,1992,Combat,Judo Men's Half-Lightweight,Bronze,Germany
M,1992,Combat,Judo Men's Half-Middleweight,Bronze,France
M,1992,Combat,Judo Men's Half-Middleweight,Silver,USA
M,1992,Combat,Judo Men's Heavyweight,Bronze,France
M,1992,Combat,Judo Men's Heavyweight,Gold,Russia
M,1992,Combat,Judo Men's Middleweight,Silver,France
F,1992,Combat,Judo Women's Extra-Lightweight,Gold,France
F,1992,Combat,Judo Women's Half-Heavyweight,Bronze,France
F,1992,Combat,Judo Women's Half-Lightweight,Bronze,China
F,1992,Combat,Judo Women's Half-Lightweight,Bronze,UK
F,1992,Combat,Judo Women's Half-Middleweight,Bronze,Russia
F,1992,Combat,Judo Women's Half-Middleweight,Bronze,China
F,1992,Combat,Judo Women's Half-Middleweight,Gold,France
F,1992,Combat,Judo Women's Heavyweight,Bronze,France
F,1992,Combat,Judo Women's Heavyweight,Gold,China
F,1992,Combat,Judo Women's Lightweight,Silver,UK
F,1992,Combat,Judo Women's Middleweight,Bronze,UK
M,1992,Combat,"Wrestling Men's Bantamweight, Freestyle",Silver,Russia
M,1992,Combat,"Wrestling Men's Bantamweight, Greco-Roman",Bronze,China
M,1992,Combat,"Wrestling Men's Bantamweight, Greco-Roman",Silver,Germany
M,1992,Combat,"Wrestling Men's Featherweight, Freestyle",Gold,USA
M,1992,Combat,"Wrestling Men's Featherweight, Greco-Roman",Silver,Russia
M,1992,Combat,"Wrestling Men's Flyweight, Freestyle",Silver,USA
M,1992,Combat,"Wrestling Men's Flyweight, Greco-Roman",Silver,Russia
M,1992,Combat,"Wrestling Men's Heavyweight, Freestyle",Gold,Russia
M,1992,Combat,"Wrestling Men's Heavyweight, Freestyle",Silver,Germany
M,1992,Combat,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,Russia
M,1992,Combat,"Wrestling Men's Heavyweight, Greco-Roman",Silver,USA
M,1992,Combat,"Wrestling Men's Light-Flyweight, Freestyle",Bronze,Russia
M,1992,Combat,"Wrestling Men's Light-Flyweight, Greco-Roman",Gold,Russia
M,1992,Combat,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze,USA
M,1992,Combat,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,Russia
M,1992,Combat,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,Russia
M,1992,Combat,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,Germany
M,1992,Combat,"Wrestling Men's Lightweight, Freestyle",Gold,Russia
M,1992,Combat,"Wrestling Men's Lightweight, Greco-Roman",Bronze,USA
M,1992,Combat,"Wrestling Men's Lightweight, Greco-Roman",Silver,Russia
M,1992,Combat,"Wrestling Men's Middleweight, Freestyle",Gold,USA
M,1992,Combat,"Wrestling Men's Middleweight, Freestyle",Silver,Russia
M,1992,Combat,"Wrestling Men's Middleweight, Greco-Roman",Bronze,Russia
M,1992,Combat,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze,Russia
M,1992,Combat,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,USA
M,1992,Combat,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold,Russia
M,1992,Combat,"Wrestling Men's Welterweight, Freestyle",Silver,USA
M,1992,Combat,"Wrestling Men's Welterweight, Greco-Roman",Gold,Russia
M,1992,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze,USA
M,1992,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze,France
M,1992,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold,Germany
M,1992,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,UK
M,1992,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Silver,Germany
M,1992,Cycling,Cycling Men's Sprint,Gold,Germany
M,1992,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,Germany
F,1992,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Bronze,USA
F,1992,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Gold,Germany
F,1992,Cycling,"Cycling Women's Road Race, Individual",Silver,France
F,1992,Cycling,Cycling Women's Sprint,Silver,Germany
M,1992,Equestrian,"Equestrianism Mixed Dressage, Individual",Bronze,Germany
F,1992,Equestrian,"Equestrianism Mixed Dressage, Individual",Gold,Germany
F,1992,Equestrian,"Equestrianism Mixed Dressage, Individual",Silver,Germany
F,1992,Equestrian,"Equestrianism Mixed Dressage, Team",Bronze,USA
M,1992,Equestrian,"Equestrianism Mixed Dressage, Team",Bronze,USA
F,1992,Equestrian,"Equestrianism Mixed Dressage, Team",Gold,Germany
M,1992,Equestrian,"Equestrianism Mixed Dressage, Team",Gold,Germany
M,1992,Equestrian,"Equestrianism Mixed Jumping, Individual",Bronze,USA
M,1992,Equestrian,"Equestrianism Mixed Jumping, Individual",Gold,Germany
M,1992,Equestrian,"Equestrianism Mixed Jumping, Team",Bronze,France
M,1992,Equestrian,"Equestrianism Mixed Three-Day Event, Individual",Silver,Germany
M,1992,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Bronze,Germany
M,1992,Gymnastics,Gymnastics Men's Floor Exercise,Gold,China
M,1992,Gymnastics,Gymnastics Men's Floor Exercise,Silver,Russia
M,1992,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,USA
M,1992,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,Russia
M,1992,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,Germany
M,1992,Gymnastics,Gymnastics Men's Horse Vault,Gold,Russia
M,1992,Gymnastics,Gymnastics Men's Horse Vault,Silver,Russia
M,1992,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,Russia
M,1992,Gymnastics,Gymnastics Men's Individual All-Around,Gold,Russia
M,1992,Gymnastics,Gymnastics Men's Individual All-Around,Silver,Russia
M,1992,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,China
